"ts","live","ended","period","elapsed","score","best_bid","best_ask","last_trade","spread"
"1/23/2026, 1:34:27 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:34:20 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:34:16 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:33:57 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:33:50 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:33:46 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:33:27 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:33:19 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:33:15 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:32:57 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:32:49 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:32:45 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:32:27 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:32:20 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:32:15 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:31:57 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:31:49 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:31:45 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:31:27 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:31:20 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:31:15 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:30:58 AM","","","","","","0.93","0.94","0.94","0.010"
"1/23/2026, 1:30:49 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:30:45 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:30:27 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:30:19 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:30:15 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:29:57 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:29:49 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:29:45 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:29:27 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:29:19 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:29:15 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:28:57 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:28:49 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:28:45 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:28:27 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:28:19 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:28:15 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:27:57 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:27:49 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:27:44 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:27:27 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:27:19 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:27:15 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:26:57 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:26:49 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:26:44 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:26:37 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:26:23 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:26:17 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:25:52 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:25:47 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:25:39 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:25:22 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:25:17 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:25:10 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:24:52 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:24:47 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:24:39 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:24:22 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:24:17 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:24:10 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:23:52 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:23:47 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:23:38 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:23:19 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:23:17 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:23:08 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:22:49 AM","","","","","","0.89","0.91","0.91","0.020"
"1/23/2026, 1:22:48 AM","","","","","","0.89","0.91","0.91","0.020"
"1/23/2026, 1:22:38 AM","","","","","","0.89","0.91","0.91","0.020"
"1/23/2026, 1:22:20 AM","","","","","","0.89","0.91","0.91","0.020"
"1/23/2026, 1:22:15 AM","","","","","","0.89","0.91","0.91","0.020"
"1/23/2026, 1:22:08 AM","","","","","","0.89","0.91","0.91","0.020"
"1/23/2026, 1:21:50 AM","","","","","","0.89","0.91","0.91","0.020"
"1/23/2026, 1:21:45 AM","","","","","","0.89","0.91","0.91","0.020"
"1/23/2026, 1:21:37 AM","","","","","","0.89","0.91","0.91","0.020"
"1/23/2026, 1:21:19 AM","","","","","","0.9","0.91","0.92","0.010"
"1/23/2026, 1:21:14 AM","","","","","","0.9","0.91","0.92","0.010"
"1/23/2026, 1:21:07 AM","","","","","","0.9","0.91","0.92","0.010"
"1/23/2026, 1:20:50 AM","","","","","","0.9","0.91","0.92","0.010"
"1/23/2026, 1:20:44 AM","","","","","","0.9","0.91","0.92","0.010"
"1/23/2026, 1:20:37 AM","","","","","","0.9","0.91","0.92","0.010"
"1/23/2026, 1:20:20 AM","","","","","","0.9","0.91","0.92","0.010"
"1/23/2026, 1:20:15 AM","","","","","","0.9","0.91","0.92","0.010"
"1/23/2026, 1:20:07 AM","","","","","","0.9","0.91","0.92","0.010"
"1/23/2026, 1:19:49 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:19:44 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:19:21 AM","","","","","","0.9","0.91","0.92","0.010"
"1/23/2026, 1:19:14 AM","","","","","","0.9","0.91","0.91","0.010"
"1/23/2026, 1:19:08 AM","","","","","","0.9","0.91","0.91","0.010"
"1/23/2026, 1:18:50 AM","","","","","","0.9","0.91","0.91","0.010"
"1/23/2026, 1:18:46 AM","","","","","","0.9","0.91","0.91","0.010"
"1/23/2026, 1:18:39 AM","","","","","","0.9","0.91","0.91","0.010"
"1/23/2026, 1:18:24 AM","","","","","","0.9","0.91","0.91","0.010"
"1/23/2026, 1:18:17 AM","","","","","","0.9","0.91","0.91","0.010"
"1/23/2026, 1:18:07 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:17:50 AM","","","","","","0.9","0.91","0.91","0.010"
"1/23/2026, 1:17:45 AM","","","","","","0.9","0.91","0.91","0.010"
"1/23/2026, 1:17:37 AM","","","","","","0.9","0.91","0.91","0.010"
"1/23/2026, 1:17:20 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:17:15 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:17:09 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:16:53 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:16:47 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:16:40 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:16:20 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:16:17 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:16:10 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:15:54 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:15:47 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:15:38 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:15:19 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:15:14 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:15:07 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:14:49 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:14:44 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:14:37 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:14:19 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:14:14 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:14:07 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:13:49 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:13:44 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:13:37 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:13:27 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:13:19 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:13:16 AM","","","","","","0.9","0.91","0.9","0.010"
"1/23/2026, 1:13:08 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:12:49 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:12:44 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:12:19 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:12:14 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:11:58 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:11:53 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:11:48 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:11:21 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:11:18 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:10:51 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:10:47 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:10:21 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:10:17 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:09:52 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:09:47 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:09:21 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:09:16 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:08:52 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:08:47 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:08:19 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:08:15 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:07:51 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:07:46 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:07:19 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:07:14 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:06:51 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:06:46 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:06:21 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:06:19 AM","","","","","","0.9","0.92","0.91","0.020"
"1/23/2026, 1:05:49 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:05:44 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:05:20 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:05:15 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:04:53 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:04:45 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:04:20 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:04:18 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:03:53 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:03:48 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:03:20 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:03:18 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:02:49 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:02:48 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:02:20 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:02:17 AM","","","","","","0.92","0.93","0.93","0.010"
"1/23/2026, 1:01:49 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:01:44 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:01:19 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:01:14 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:00:49 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:00:44 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:00:19 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 1:00:14 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 12:59:54 AM","","","","","","0.91","0.92","0.92","0.010"
"1/23/2026, 12:59:19 AM","","","","","","0.91","0.92","0.91","0.010"
"1/23/2026, 12:59:14 AM","","","","","","0.91","0.92","0.91","0.010"
"1/23/2026, 12:58:49 AM","","","","","","0.91","0.92","0.91","0.010"
"1/23/2026, 12:58:44 AM","","","","","","0.91","0.92","0.91","0.010"
"1/23/2026, 12:58:29 AM","","","","","","0.91","0.92","0.91","0.010"
"1/23/2026, 12:58:19 AM","","","","","","0.91","0.92","0.91","0.010"
"1/23/2026, 12:58:14 AM","","","","","","0.91","0.92","0.91","0.010"
"1/23/2026, 12:57:51 AM","","","","","","0.91","0.92","0.91","0.010"
"1/23/2026, 12:57:46 AM","","","","","","0.91","0.92","0.91","0.010"
"1/23/2026, 12:57:19 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:57:14 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:56:51 AM","","","","","","0.91","0.92","0.91","0.010"
"1/23/2026, 12:56:46 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:56:23 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:56:15 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:55:49 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:55:44 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:55:19 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:55:14 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:54:49 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:54:44 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:54:19 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:54:14 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:53:49 AM","","","","","","0.78","0.79","0.78","0.010"
"1/23/2026, 12:53:44 AM","","","","","","0.78","0.79","0.78","0.010"
"1/23/2026, 12:53:22 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:53:14 AM","","","","","","0.82","0.83","0.83","0.010"
"1/23/2026, 12:52:49 AM","","","","","","0.78","0.79","0.78","0.010"
"1/23/2026, 12:52:44 AM","","","","","","0.78","0.79","0.78","0.010"
"1/23/2026, 12:52:19 AM","","","","","","0.78","0.79","0.78","0.010"
"1/23/2026, 12:52:15 AM","","","","","","0.78","0.79","0.78","0.010"
"1/23/2026, 12:51:49 AM","","","","","","0.78","0.79","0.78","0.010"
"1/23/2026, 12:51:44 AM","","","","","","0.78","0.79","0.78","0.010"
"1/23/2026, 12:51:19 AM","","","","","","0.78","0.79","0.78","0.010"
"1/23/2026, 12:51:15 AM","","","","","","0.78","0.79","0.78","0.010"
"1/23/2026, 12:50:44 AM","","","","","","0.77","0.79","0.79","0.020"
"1/23/2026, 12:50:18 AM","","","","","","0.77","0.79","0.79","0.020"
"1/23/2026, 12:50:02 AM","","","","","","0.77","0.79","0.79","0.020"
"1/23/2026, 12:49:47 AM","","","","","","0.77","0.79","0.79","0.020"
"1/23/2026, 12:49:14 AM","","","","","","0.73","0.74","0.74","0.010"
"1/23/2026, 12:48:44 AM","","","","","","0.73","0.74","0.74","0.010"
"1/23/2026, 12:48:14 AM","","","","","","0.73","0.74","0.74","0.010"
"1/23/2026, 12:47:44 AM","","","","","","0.73","0.74","0.74","0.010"
"1/23/2026, 12:47:14 AM","","","","","","0.67","0.69","0.69","0.020"
"1/23/2026, 12:46:44 AM","","","","","","0.67","0.69","0.69","0.020"
"1/23/2026, 12:46:14 AM","","","","","","0.67","0.69","0.69","0.020"
"1/23/2026, 12:45:45 AM","","","","","","0.67","0.69","0.69","0.020"
"1/23/2026, 12:16:22 AM","","","","","","0.39","0.4","0.4","0.010"
"1/23/2026, 12:15:52 AM","","","","","","0.39","0.4","0.4","0.010"
"1/23/2026, 12:10:18 AM","","","","","","0.38","0.4","0.4","0.020"
"1/23/2026, 12:05:19 AM","","","","","","","","",""